,names,nfollowers,ntweets,type
1903,Pirateque,,15827,
1904,M_De_Francisco,,151,
1905,billmaher,,3665,
1906,enunabaldosa,,50100,
1907,josasc,,62555,
1908,WhyNationsFail,,954,
1909,PanchoMaciel,,4692,
1910,L6Mosquera,,261,
1911,thesulk,,8646,
1912,VarskySports,,114765,
1913,CamiloRiveraG,,2521,
1914,consupopular,,10027,
1915,maty_urbano,,174,
1916,RPardoGP,,3987,
1917,acolfutpro,,7858,
1918,gisselleapa,,40861,
1919,AngelicaLozanoC,,74007,
1920,rickygervais,,45099,
1921,juaneslewin,,46956,
1922,bocasdeceniza,,18554,
1923,ricardolunari,,2663,
1924,fmorenoazcarate,,1425,
1925,atribinu,,255,
1926,diegosenior,,11699,
1927,desmotivador,,6205,
1928,fhamann,,233,
1929,MITEcon,,403,
1930,gatotancredi,,1128,
1931,CaligoG,,9,
1932,NicHurtado,,249,
1933,ASSAMeeting,,417,
1934,Fer_Vallejo,,1104,
1935,ximena_pena,,2655,
1936,ibarenboim,,143,
1937,Guada90210,,8298,
1938,FabianVargas6,,8895,
1939,Gio10_Moreno,,232,
1940,rumiguel,,954,
1941,Fonseca,,12550,
1942,SilvestreFDC,,8151,
1943,jamesdrodriguez,,2526,
1944,AndreaGuerreroQ,,44976,
1945,juanf_vargas,,1644,
1946,FarydMondragon,,3214,
1947,pelucavieja,,23854,
1948,PicBadges,,307,
1949,sethmeyers,,7816,
1950,tylercowen,,23702,
1951,PedroCFranco,,44,
1952,JerrySeinfeld,,1494,
1953,dvaughanc,,4532,
1954,EconAmericas,,8496,
1955,EconEconomics,,25528,
1956,nytimes,,288568,
1957,bill_easterly,,12889,
1958,JeffDSachs,,15186,
1959,Freakonomics,,10910,
1960,deankarlan,,1434,
1961,pooreconomics,,132,
1962,cosoribu,,30,
1963,poverty_action,,12466,
1964,rodrikdani,,17749,
1965,rabodeajip,,49125,
1966,200bares,,9581,
1967,Inmarcesibles,,21971,
1968,garzonlucho,,1507,
1969,BobadaLiteraria,,18754,
1970,udsnoexisten,,153628,
1971,RSilvaRomero,,38332,
1972,fguarin13,,2050,
1973,carlossanchez6,,1001,
1974,CarlosCortes,,3352,
1975,EnriquePenalosa,,15744,
1976,CifuentesArte,,48692,
1977,azableh,,51059,
1978,bestdelbalon,,3740,
1979,casaleantonio,,31096,
1980,futbolred,,151396,
1981,JPVarsky,,25037,
1982,R8ROBAYOOFICIAL,,1704,
1983,JuanDominguez20,,1272,
1984,FALCAO,,5533,
1985,OHenriquez3,,475,
1986,xbaquero,,1651,
1987,MJDuzan,,6962,
1988,danielpacheco,,10406,
1989,andresgomezv,,13436,
1990,RevistaSemana,,172506,
1991,lemasaCDLM,,182697,
1992,losmillonarios,,27909,
1993,PinoCalad,,103399,
1994,PrimoRojas,,6168,
1995,Colorentropy,,40108,
1996,martin_caparros,,8194,
1997,dgomezco,,45911,
1998,Pepegomez,,8250,
1999,MarianaSarastiM,,4201,
2000,TheDailyShow,,12544,
2001,StephenAtHome,,5196,
2002,PabloJaramilloQ,,676,
2003,maria_carrizosa,,0,
2004,juliansabogal,,1,
2005,jocampoh,,343,
2006,Andr3sMoya,,1696,
2007,DianaHincapieO,,1694,
2008,depresaurus,,24,
2009,AntanasMockus,,5594,
2010,JuanManSantos,,15197,
2011,fidelcanoco,,14834,
2012,AlvaroUribeVel,,59758,
2013,DCoronell,,49111,
2014,ClaudiaLopez,,41642,
2015,lasillavacia,,37772,
2016,agaviriau,,31667,
2017,ginaparody,,19144,
2018,hectorabadf,,6113,
2019,DanielSamperO,,80388,
2020,azzurromillos,,14147,
2021,aedwardslevy,,23408,
2022,tedlieu,,14533,
2023,ruthbenghiat,,5074,
2024,cnnbrk,,57371,
2025,Patrick_J_Egan,,60,
2026,votecastr,,31,
2027,doug_rivers,,312,
2028,TwitterGov,,4252,
2029,StatModeling,,3864,
2030,ajungherr,,6334,
2031,bikenewyork,,4838,
2032,billclinton,,619,
2033,HillaryClinton,,9899,
2034,PhilJackson11,,761,
2035,delong,,84024,
2036,suehimmelrich,,1595,
2037,polanalysis,,679,
2038,EJDionne,,13759,
2039,JustinWolfers,,25573,
2040,therriaultphd,,96,
2041,monkeycageblog,,18445,
2042,MarsCuriosity,,3380,
2043,SenGillibrand,,14884,
2044,SenSchumer,,10943,
2045,RepJerryNadler,,3657,
2046,GallupNews,,10361,
2047,pewinternet,,18062,
2048,pewresearch,,54399,
2049,p_barbera,,1987,
2050,SMaPP_NYU,,393,
2051,RichBonneauNYU,,1784,
2052,j_a_tucker,,5403,
2053,CJmusic,,1157,
2054,robertwaldmann,,31390,
2055,DemCorps,,1178,
2056,StanGreenberg,,3618,
2057,rmichaelalvarez,,350,
2058,DTRMasterson,,769,
2059,michtorresp,,146,
2060,mieuque,,38,
2061,blumrm,,493,
2062,BradSpahn,,1897,
2063,umbertomig,,234,
2064,PeterRosendorff,,186,
2065,rikhilb,,1046,
2066,cdcrabtree,,110,
2067,shom_mazumder,,567,
2068,shirokuriwaki,,346,
2069,pixelatedboat,,23940,
2070,g0m,,16428,
2071,jason_qiang_guo,,14,
2072,arindube,,5515,
2073,philipaklein,,48043,
2074,monkeycageblog,,18446,
2075,jonmladd,,16620,
2076,yghitza,,37,
2077,anthlittle,,1827,
2078,ConnorDHuff,,229,
2079,abaldama,,2618,
2080,maya_sen,,5573,
2081,cblatts,,16898,
2082,matt_blackwell,,3156,
2083,SKates5350,,86,
2084,aecoppock,,1039,
2085,aasiegel,,355,
2086,andrew_nyu,,221,
2087,bill_easterly,,12889,
2088,SAISHopkins,,14662,
2089,j_a_tucker,,5403,
2090,AriasEric,,27,
2091,Patrick_J_Egan,,60,
2092,saadgulzar,,7743,
2093,liviodilo,,346,
2094,p_barbera,,1987,
2095,andrewbhall,,66,
2096,DrewDim,,386,
2097,kmmunger,,96,
2098,cdsamii,,5296,
2099,BrendanJMeighan,,804,
2100,sauravsjbrana,,32,
2101,amizzle,,1297,
2102,natebliss,,1540,
2103,RaydeneSalinas,,2603,
2104,hgc623,,712,
2105,jdeshpan,,368,
2106,tapanbhargava,,896,
2107,nursenanncie,,440,
2108,Mali_KatR,,114,
2109,garethcollins,,430,
2110,franklyrebekah,,1104,
2111,hongdav2,,713,
2112,jeffreyengler,,161,
2113,EvansAlisonS,,541,
2114,followstheGleam,,1431,
2115,waldmane,,1217,
2116,PlumsInACan,,2527,
2117,turbomcphazer,,738,
2118,metablake,,1728,
2119,tacoma_narrows_,,350,
2120,NateSilver538,,16732,
2121,SethimusTwitius,,23502,
2122,hersheyp,,2523,
2123,carodsic,,28,
2124,PBucchianeri,,88,
2125,claesdevreese,,1362,
2126,akoustov,,190,
2127,brucebdm,,1,
2128,AntonShirikov,,29,
2129,pamelamban,,26,
2130,antoinebanksumd,,196,
2131,LFargotstein,,498,
2132,rmmilner,,12404,
2133,j_homola,,5,
2134,MayyaKomis,,21,
2135,jennifernvictor,,8333,
2136,michtorresp,,146,
2137,blumrm,,493,
2138,jlinabary,,3060,
2139,grimalkina,,2079,
2140,tomstafford,,17725,
2141,JohnHolbein1,,696,
2142,EthanVPorter,,300,
2143,tylersimko,,74,
2144,dtrejo11,,1109,
2145,steve_rashin,,7,
2146,EngagingNews,,3719,
2147,beccalew,,2464,
2148,YamilRVelez,,1331,
2149,VinArceneaux,,79,
2150,LeonYin,,1080,
2151,TaliaStroud,,667,
2152,rachelmourao,,13048,
2153,LawrenceRegina,,496,
2154,ptrckprry,,92,
2155,philiphabel,,287,
2156,ekvraga,,4093,
2157,LBronner,,95,
2158,jagallegod,,171,
2159,a_strezh,,4395,
2160,kesearles,,14647,
2161,LeticiaBode,,5370,
2162,danmthomp,,34,
2163,pfernandezvz,,1374,
2164,FabianNeuner,,2594,
2165,dfreelon,,15153,
2166,NYUpolitics,,45,
2167,graemedblair,,872,
2168,DTRMasterson,,769,
2169,gabriellemalina,,676,
2170,shirokuriwaki,,346,
2171,cdcrabtree,,110,
2172,nazitalajevardi,,106,
2173,pettigrew_stats,,1258,
2174,hhannahnam,,39,
2175,jlbeyer,,2566,
2176,wphillips49,,2179,
2177,AdHocEmilie,,3124,
2178,littleconnors,,81,
2179,mierkezat,,812,
2180,millerpolsci,,4472,
2181,NetDem_USC,,23,
2182,amycatalinac,,82,
2183,LuuMc,,5081,
2184,fazol,,3426,
2185,nikloynes,,974,
2186,DzGuilbeault,,161,
2187,daily_barbarian,,873,
2188,sobieraj,,2375,
2189,JeffreyMBerry,,1733,
2190,sophielee0528,,5,
2191,r_senninger,,205,
2192,ClaytonNall,,4222,
2193,amandajofriesen,,1156,
2194,aghpol,,460,
2195,mollyeroberts,,138,
2196,Cocktober_sky,,646,
2197,timlapira,,1423,
2198,MattGrossmann,,5646,
2199,burtmonroe,,496,
2200,SSRCdemocracy,,947,
2201,baggottcarter,,176,
2202,CyrusDioun,,440,
2203,MatthewJDenny,,437,
2204,suchow,,473,
2205,dr_kruszewska,,47,
2206,derekruths,,115,
2207,sdellavi,,382,
2208,dbamman,,593,
2209,natematias,,34315,
2210,csilvanyc,,178,
2211,j2bryson,,32062,
2212,FlorianFoos,,2129,
2213,SBarfort,,1702,
2214,fghjorth,,4769,
2215,SoSaysSkippy,,14,
2216,mpetitchou,,2969,
2217,apnestico,,21,
2218,jason_qiang_guo,,14,
2219,dustintingley,,324,
2220,laurenoyler,,500,
2221,jdbk,,1065,
2222,GarethNellis,,684,
2223,ArielRWhite,,284,
2224,AseemMahajan,,240,
2225,YegorLazarev,,64,
2226,ConnorDHuff,,229,
2227,rmpowers,,658,
2228,sgerst,,17246,
2229,dgrcosta,,3520,
2230,cshirky,,7561,
2231,cd_lucas,,404,
2232,KalMunis,,391,
2233,krcarriere,,7,
2234,PTetlock,,812,
2235,arthur_spirling,,1246,
2236,nclarkjudd,,11358,
2237,michael_wiebe,,317,
2238,kellieotto,,597,
2239,peyton_k,,957,
2240,hannawallach,,1204,
2241,ylecun,,1703,
2242,SolomonMg,,1314,
2243,justingrimmer,,5353,
2244,RyanDEnos,,10045,
2245,andrew_nyu,,221,
2246,abaldama,,2618,
2247,jeremydlarson,,16187,
2248,retowuest,,190,
2249,sumtxt,,3,
2250,aecoppock,,1039,
2251,BradSpahn,,1897,
2252,JamesBisbee,,99,
2253,DrewDim,,386,
2254,andyguess,,2512,
2255,eyes_low,,24309,
2256,anthlittle,,1827,
2257,ZachWeiner,,38721,
2258,Patrick_J_Egan,,60,
2259,rgblong,,9008,
2260,adamgmartin,,853,
2261,eytan,,480,
2262,seanjtaylor,,10817,
2263,deaneckles,,7960,
2264,aynulhabib,,658,
2265,p_barbera,,1987,
2266,aasiegel,,355,
2267,andrewbhall,,66,
2268,cdsamii,,5296,
2269,BenjyOgden,,1149,
2270,Jonathan_Nagler,,99,
2271,ctdawes,,1172,
2272,dkronick,,0,
2273,Pontifex,,1271,
2274,spacemanaki,,1851,
2275,kenbenoit,,794,
2276,AriasEric,,27,
2277,j_a_tucker,,5403,
2278,ethanbdm,,914,
2279,saadgulzar,,7743,
2280,danarchism,,5524,
2281,watsontots,,4160,
2282,KyleKramer,,14131,
2283,willystaley,,29902,
2284,HansonOHaver,,13451,
2285,angelarlin,,675,
2286,liviodilo,,346,
2287,th3o6a1d,,345,
2288,slatestarcodex,,2791,
2289,josh_sokol,,1330,
2290,nntaleb,,7309,
2291,munozitator,,292,
2292,dril,,7491,
2293,typetokenism,,21553,
2294,samchieng,,364,
2295,jeremypgordon,,2844,
2296,gabrielherrera,,30341,
2297,_WOOLLEN_,,2160,
2298,zmagg,,30421,
2299,cameronmoeller,,3344,
2300,tcpearce,,7954,
2301,katielundsgaard,,1005,
2302,drewmillard,,9989,
2303,ez_angus,,4411,
2304,TheOnion,,53505,
2305,leclairmitch,,3785,
2306,gingerale50,,1725,
2307,julietsperling,,627,
2308,Price,,2688,
2309,philipmarschall,,3281,
2310,y0uarem0m,,550,
2311,mungowitz,,16182,
